model,dataset,eval_accuracy
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-2ep-0alp-5lam,GPQA,0.2767857142857143
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-2ep-0alp-5lam,math_algebra_hard,0.0390879478827361
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-2ep-0alp-5lam,math_counting_and_prob_hard,0.0040650406504065
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-2ep-0alp-5lam,math_hard,0.0173716012084592
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-2ep-0alp-5lam,math_intermediate_algebra_hard,0.0053571428571428
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-2ep-0alp-5lam,math_num_theory_hard,0.0129870129870129
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-2ep-0alp-5lam,math_prealgebra_hard,0.0310880829015544
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-2ep-0alp-5lam,math_precalculus_hard,0.0
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-2ep-0alp-5lam,MMLU-Pro,0.1547539893617021
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-2ep-0alp-5lam,musr_murder_mysteries,0.496
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-2ep-0alp-5lam,musr_object_placements,0.234375
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-2ep-0alp-5lam,musr_team_allocation,0.268
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,Big-bench Hard,0.3171324422843256
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,bbh_boolean_expressions,0.736
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,bbh_date_understanding,0.272
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,bbh_formal_fallacies,0.448
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,bbh_hyperbaton,0.516
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,bbh_logical_deduction_five_objects,0.2
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,bbh_logical_deduction_seven_objects,0.172
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,bbh_logical_deduction_three_objects,0.348
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,bbh_movie_recommendation,0.432
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,bbh_navigate,0.58
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,bbh_object_counting,0.108
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,bbh_penguins_in_a_table,0.2808219178082192
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,bbh_reasoning_about_colored_objects,0.176
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,bbh_salient_translation_error_detection,0.112
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,bbh_sports_understanding,0.568
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,bbh_temporal_sequences,0.16
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,bbh_tracking_shuffled_objects_three_objects,0.312
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,bbh_web_of_lies,0.524
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,gpqa,0.2651006711409396
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,gpqa_diamond,0.2171717171717171
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,gpqa_extended,0.282051282051282
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,GPQA,0.265625
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,math_counting_and_prob_hard,0.0121951219512195
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,math_geometry_hard,0.0037878787878787
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,math_hard,0.0222809667673716
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,math_intermediate_algebra_hard,0.0053571428571428
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,math_num_theory_hard,0.0129870129870129
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,math_prealgebra_hard,0.0336787564766839
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,math_precalculus_hard,0.0
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,MMLU-Pro,0.1560837765957446
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,musr_murder_mysteries,0.5
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,musr_object_placements,0.234375
qwen2-5-0-5b-sft-2e-5-2ep-dpop-5e-7-3ep-0alp-5lam,musr_team_allocation,0.268
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,Big-bench Hard,0.3145287276514494
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,bbh_boolean_expressions,0.732
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,bbh_causal_judgement,0.4759358288770053
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,bbh_disambiguation_qa,0.332
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,bbh_formal_fallacies,0.436
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,bbh_geometric_shapes,0.1
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,bbh_hyperbaton,0.516
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,bbh_logical_deduction_five_objects,0.2
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,bbh_logical_deduction_seven_objects,0.164
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,bbh_logical_deduction_three_objects,0.336
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,bbh_movie_recommendation,0.436
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,bbh_navigate,0.58
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,bbh_object_counting,0.112
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,bbh_reasoning_about_colored_objects,0.172
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,bbh_ruin_names,0.172
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,bbh_salient_translation_error_detection,0.112
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,bbh_snarks,0.4044943820224719
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,bbh_sports_understanding,0.548
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,bbh_tracking_shuffled_objects_five_objects,0.16
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,bbh_tracking_shuffled_objects_three_objects,0.328
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,bbh_web_of_lies,0.524
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,gpqa,0.2718120805369127
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,gpqa_diamond,0.2373737373737373
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,gpqa_extended,0.2802197802197802
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,GPQA,0.2767857142857143
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,math_algebra_hard,0.0537459283387622
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,math_counting_and_prob_hard,0.008130081300813
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,math_geometry_hard,0.0075757575757575
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,math_hard,0.0207703927492447
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,math_intermediate_algebra_hard,0.0089285714285714
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,math_precalculus_hard,0.0037037037037037
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,MMLU-Pro,0.1579953457446808
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,musr,0.328042328042328
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,musr_object_placements,0.2265625
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-1ep-0alp-0lam,musr_team_allocation,0.264
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,bbh_boolean_expressions,0.748
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,bbh_causal_judgement,0.4759358288770053
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,bbh_disambiguation_qa,0.328
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,bbh_formal_fallacies,0.452
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,bbh_geometric_shapes,0.108
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,bbh_hyperbaton,0.516
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,bbh_logical_deduction_five_objects,0.176
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,bbh_logical_deduction_seven_objects,0.152
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,bbh_logical_deduction_three_objects,0.356
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,bbh_penguins_in_a_table,0.2671232876712329
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,bbh_reasoning_about_colored_objects,0.152
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,bbh_ruin_names,0.136
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,bbh_salient_translation_error_detection,0.116
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,bbh_snarks,0.4438202247191011
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,bbh_sports_understanding,0.556
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,bbh_temporal_sequences,0.12
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,bbh_tracking_shuffled_objects_seven_objects,0.104
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,gpqa,0.2743288590604026
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,gpqa_diamond,0.2424242424242424
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,gpqa_extended,0.282051282051282
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,math_algebra_hard,0.0456026058631921
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,math_counting_and_prob_hard,0.016260162601626
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,math_hard,0.0211480362537764
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,math_intermediate_algebra_hard,0.0107142857142857
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,math_precalculus_hard,0.0074074074074074
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,MMLU-Pro,0.1560837765957446
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,musr,0.3293650793650793
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-2ep-0alp-0lam,musr_team_allocation,0.264
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,Big-bench Hard,0.311751432043048
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,bbh_boolean_expressions,0.744
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,bbh_date_understanding,0.236
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,bbh_disambiguation_qa,0.332
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,bbh_formal_fallacies,0.448
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,bbh_geometric_shapes,0.096
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,bbh_hyperbaton,0.516
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,bbh_logical_deduction_five_objects,0.184
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,bbh_logical_deduction_seven_objects,0.16
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,bbh_logical_deduction_three_objects,0.34
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,bbh_movie_recommendation,0.44
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,bbh_navigate,0.58
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,bbh_object_counting,0.108
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,bbh_penguins_in_a_table,0.2808219178082192
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,bbh_reasoning_about_colored_objects,0.148
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,bbh_ruin_names,0.14
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,bbh_salient_translation_error_detection,0.12
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,bbh_snarks,0.4213483146067415
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,bbh_temporal_sequences,0.128
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,bbh_tracking_shuffled_objects_five_objects,0.152
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,bbh_tracking_shuffled_objects_seven_objects,0.096
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,bbh_tracking_shuffled_objects_three_objects,0.336
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,bbh_web_of_lies,0.516
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,gpqa_diamond,0.2373737373737373
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,GPQA,0.28125
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,math_algebra_hard,0.0488599348534201
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,math_geometry_hard,0.0075757575757575
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,math_hard,0.0211480362537764
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,math_intermediate_algebra_hard,0.0
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,math_num_theory_hard,0.0064935064935064
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,math_precalculus_hard,0.0074074074074074
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,MMLU-Pro,0.1574966755319149
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,musr,0.3306878306878307
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,musr_murder_mysteries,0.496
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,musr_object_placements,0.2265625
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-6-3ep-0alp-0lam,musr_team_allocation,0.272
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,bbh_causal_judgement,0.4705882352941176
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,bbh_date_understanding,0.248
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,bbh_disambiguation_qa,0.32
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,bbh_geometric_shapes,0.112
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,bbh_hyperbaton,0.516
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,bbh_logical_deduction_five_objects,0.208
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,bbh_logical_deduction_seven_objects,0.176
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,bbh_navigate,0.58
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,bbh_penguins_in_a_table,0.2328767123287671
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,bbh_ruin_names,0.164
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,bbh_salient_translation_error_detection,0.112
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,bbh_snarks,0.3932584269662921
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,bbh_sports_understanding,0.544
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,bbh_temporal_sequences,0.128
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,bbh_tracking_shuffled_objects_five_objects,0.168
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,bbh_tracking_shuffled_objects_seven_objects,0.112
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,bbh_tracking_shuffled_objects_three_objects,0.312
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,bbh_web_of_lies,0.508
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,gpqa,0.2701342281879195
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,gpqa_diamond,0.2222222222222222
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,gpqa_extended,0.2875457875457875
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,GPQA,0.2700892857142857
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,math_algebra_hard,0.0488599348534201
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,math_geometry_hard,0.0037878787878787
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,math_hard,0.0185045317220543
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,math_intermediate_algebra_hard,0.0035714285714285
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,math_num_theory_hard,0.0129870129870129
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,math_precalculus_hard,0.0037037037037037
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,musr_murder_mysteries,0.5
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,musr_object_placements,0.234375
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-2ep-0alp-0lam,musr_team_allocation,0.268
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,Big-bench Hard,0.3160909564311751
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,bbh_boolean_expressions,0.744
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,bbh_causal_judgement,0.4759358288770053
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,bbh_date_understanding,0.248
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,bbh_disambiguation_qa,0.324
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,bbh_formal_fallacies,0.464
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,bbh_geometric_shapes,0.116
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,bbh_hyperbaton,0.516
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,bbh_logical_deduction_five_objects,0.196
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,bbh_logical_deduction_seven_objects,0.168
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,bbh_logical_deduction_three_objects,0.34
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,bbh_movie_recommendation,0.46
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,bbh_navigate,0.58
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,bbh_penguins_in_a_table,0.2328767123287671
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,bbh_reasoning_about_colored_objects,0.16
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,bbh_salient_translation_error_detection,0.112
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,bbh_snarks,0.398876404494382
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,bbh_temporal_sequences,0.112
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,bbh_tracking_shuffled_objects_five_objects,0.176
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,bbh_tracking_shuffled_objects_seven_objects,0.12
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,bbh_web_of_lies,0.512
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,gpqa_diamond,0.202020202020202
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,GPQA,0.2723214285714285
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,math_algebra_hard,0.0456026058631921
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,math_counting_and_prob_hard,0.008130081300813
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,math_geometry_hard,0.0075757575757575
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,math_hard,0.0177492447129909
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,math_prealgebra_hard,0.0233160621761658
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,math_precalculus_hard,0.0037037037037037
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,MMLU-Pro,0.1583277925531915
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,musr,0.328042328042328
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,musr_murder_mysteries,0.496
qwen2-5-0-5b-sft-2e-5-2ep-dpo-1e-7-3ep-0alp-0lam,musr_object_placements,0.234375
qwen2-5-0-5b-sft-2e-5-2ep-dpo-2e-6-1ep-0alp-0lam,Big-bench Hard,0.3167852803332754
qwen2-5-0-5b-sft-2e-5-2ep-dpo-2e-6-1ep-0alp-0lam,bbh_boolean_expressions,0.732
qwen2-5-0-5b-sft-2e-5-2ep-dpo-2e-6-1ep-0alp-0lam,bbh_causal_judgement,0.4759358288770053
qwen2-5-0-5b-sft-2e-5-2ep-dpo-2e-6-1ep-0alp-0lam,bbh_date_understanding,0.22
qwen2-5-0-5b-sft-2e-5-2ep-dpo-2e-6-1ep-0alp-0lam,bbh_disambiguation_qa,0.34
qwen2-5-0-5b-sft-2e-5-2ep-dpo-2e-6-1ep-0alp-0lam,bbh_formal_fallacies,0.44
qwen2-5-0-5b-sft-2e-5-2ep-dpo-2e-6-1ep-0alp-0lam,bbh_geometric_shapes,0.08
qwen2-5-0-5b-sft-2e-5-2ep-dpo-2e-6-1ep-0alp-0lam,bbh_logical_deduction_seven_objects,0.144
qwen2-5-0-5b-sft-2e-5-2ep-dpo-2e-6-1ep-0alp-0lam,bbh_logical_deduction_three_objects,0.36
qwen2-5-0-5b-sft-2e-5-2ep-dpo-2e-6-1ep-0alp-0lam,bbh_movie_recommendation,0.42
qwen2-5-0-5b-sft-2e-5-2ep-dpo-2e-6-1ep-0alp-0lam,bbh_reasoning_about_colored_objects,0.18
qwen2-5-0-5b-sft-2e-5-2ep-dpo-2e-6-1ep-0alp-0lam,bbh_ruin_names,0.176
qwen2-5-0-5b-sft-2e-5-2ep-dpo-2e-6-1ep-0alp-0lam,bbh_snarks,0.4775280898876404
qwen2-5-0-5b-sft-2e-5-2ep-dpo-2e-6-1ep-0alp-0lam,bbh_sports_understanding,0.552
qwen2-5-0-5b-sft-2e-5-2ep-dpo-2e-6-1ep-0alp-0lam,bbh_temporal_sequences,0.144
qwen2-5-0-5b-sft-2e-5-2ep-dpo-2e-6-1ep-0alp-0lam,bbh_tracking_shuffled_objects_five_objects,0.156
