task,dataset,model,metric,value
Question Answering,bbh_date_understanding,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.44
Question Answering,bbh_disambiguation_qa,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.58
Question Answering,bbh_formal_fallacies,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.568
Question Answering,bbh_geometric_shapes,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.4
Question Answering,bbh_hyperbaton,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.732
Question Answering,bbh_logical_deduction_five_objects,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.38
Question Answering,bbh_logical_deduction_seven_objects,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.392
Question Answering,bbh_logical_deduction_three_objects,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.632
Question Answering,bbh_movie_recommendation,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.632
Question Answering,bbh_navigate,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.66
Question Answering,bbh_object_counting,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.444
Question Answering,bbh_penguins_in_a_table,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.4726027397260274
Question Answering,bbh_reasoning_about_colored_objects,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.68
Question Answering,bbh_ruin_names,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.752
Question Answering,bbh_salient_translation_error_detection,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.48
Question Answering,bbh_snarks,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.5955056179775281
Question Answering,bbh_sports_understanding,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.756
Question Answering,bbh_temporal_sequences,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.428
Question Answering,bbh_tracking_shuffled_objects_five_objects,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.256
Question Answering,bbh_tracking_shuffled_objects_seven_objects,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.22
Question Answering,bbh_tracking_shuffled_objects_three_objects,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.3
Question Answering,bbh_web_of_lies,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.492
Question Answering,gpqa,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.3053691275167785
Question Answering,gpqa_diamond,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.3383838383838384
Question Answering,gpqa_extended,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.2893772893772894
Question Answering,GPQA,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.3102678571428571
Question Answering,math_algebra_hard,llama-3-1-8b-dolermed-r1-v1-01,exact_match,0.3908794788273615
Question Answering,math_counting_and_prob_hard,llama-3-1-8b-dolermed-r1-v1-01,exact_match,0.1056910569105691
Question Answering,math_geometry_hard,llama-3-1-8b-dolermed-r1-v1-01,exact_match,0.0681818181818181
Question Answering,math_hard,llama-3-1-8b-dolermed-r1-v1-01,exact_match,0.2016616314199395
Question Answering,math_intermediate_algebra_hard,llama-3-1-8b-dolermed-r1-v1-01,exact_match,0.0535714285714285
Question Answering,math_num_theory_hard,llama-3-1-8b-dolermed-r1-v1-01,exact_match,0.1883116883116883
Question Answering,math_prealgebra_hard,llama-3-1-8b-dolermed-r1-v1-01,exact_match,0.3782383419689119
Question Answering,math_precalculus_hard,llama-3-1-8b-dolermed-r1-v1-01,exact_match,0.0592592592592592
Question Answering,MMLU-Pro,llama-3-1-8b-dolermed-r1-v1-01,accuracy,0.3732546542553192
Question Answering,musr,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.3743386243386243
Question Answering,musr_murder_mysteries,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.56
Question Answering,musr_object_placements,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.328125
Question Answering,musr_team_allocation,llama-3-1-8b-dolermed-r1-v1-01,accuracy_norm,0.236
Question Answering,Big-bench Hard,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.530637042180177
Question Answering,bbh_boolean_expressions,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.832
Question Answering,bbh_causal_judgement,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.6256684491978609
Question Answering,bbh_date_understanding,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.46
Question Answering,bbh_disambiguation_qa,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.584
Question Answering,bbh_formal_fallacies,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.556
Question Answering,bbh_geometric_shapes,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.372
Question Answering,bbh_hyperbaton,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.732
Question Answering,bbh_logical_deduction_five_objects,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.38
Question Answering,bbh_logical_deduction_seven_objects,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.392
Question Answering,bbh_logical_deduction_three_objects,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.612
Question Answering,bbh_movie_recommendation,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.632
Question Answering,bbh_navigate,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.668
Question Answering,bbh_object_counting,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.436
Question Answering,bbh_penguins_in_a_table,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.4863013698630137
Question Answering,bbh_reasoning_about_colored_objects,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.688
Question Answering,bbh_ruin_names,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.76
Question Answering,bbh_salient_translation_error_detection,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.452
Question Answering,bbh_snarks,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.5955056179775281
Question Answering,bbh_sports_understanding,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.764
Question Answering,bbh_temporal_sequences,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.44
Question Answering,bbh_tracking_shuffled_objects_five_objects,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.26
Question Answering,bbh_tracking_shuffled_objects_seven_objects,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.22
Question Answering,bbh_tracking_shuffled_objects_three_objects,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.308
Question Answering,bbh_web_of_lies,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.504
Question Answering,gpqa,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.3179530201342282
Question Answering,gpqa_diamond,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.3737373737373737
Question Answering,gpqa_extended,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.2912087912087912
Question Answering,GPQA,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.3258928571428571
Question Answering,math_algebra_hard,llama-3-1-8b-dolermed-r1-v1-03,exact_match,0.3745928338762215
Question Answering,math_counting_and_prob_hard,llama-3-1-8b-dolermed-r1-v1-03,exact_match,0.1219512195121951
Question Answering,math_geometry_hard,llama-3-1-8b-dolermed-r1-v1-03,exact_match,0.0909090909090909
Question Answering,math_hard,llama-3-1-8b-dolermed-r1-v1-03,exact_match,0.209214501510574
Question Answering,math_intermediate_algebra_hard,llama-3-1-8b-dolermed-r1-v1-03,exact_match,0.0785714285714285
Question Answering,math_num_theory_hard,llama-3-1-8b-dolermed-r1-v1-03,exact_match,0.2012987012987013
Question Answering,math_prealgebra_hard,llama-3-1-8b-dolermed-r1-v1-03,exact_match,0.38860103626943
Question Answering,math_precalculus_hard,llama-3-1-8b-dolermed-r1-v1-03,exact_match,0.0518518518518518
Question Answering,MMLU-Pro,llama-3-1-8b-dolermed-r1-v1-03,accuracy,0.3720079787234042
Question Answering,musr,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.3796296296296296
Question Answering,musr_murder_mysteries,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.564
Question Answering,musr_object_placements,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.328125
Question Answering,musr_team_allocation,llama-3-1-8b-dolermed-r1-v1-03,accuracy_norm,0.248
Question Answering,Big-bench Hard,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.5174448880402708
Question Answering,bbh_boolean_expressions,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.816
Question Answering,bbh_causal_judgement,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.6524064171122995
Question Answering,bbh_date_understanding,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.412
Question Answering,bbh_disambiguation_qa,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.576
Question Answering,bbh_formal_fallacies,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.568
Question Answering,bbh_geometric_shapes,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.396
Question Answering,bbh_hyperbaton,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.7
Question Answering,bbh_logical_deduction_five_objects,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.4
Question Answering,bbh_logical_deduction_seven_objects,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.336
Question Answering,bbh_logical_deduction_three_objects,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.6
Question Answering,bbh_movie_recommendation,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.62
Question Answering,bbh_navigate,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.644
Question Answering,bbh_object_counting,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.42
Question Answering,bbh_penguins_in_a_table,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.5
Question Answering,bbh_reasoning_about_colored_objects,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.584
Question Answering,bbh_ruin_names,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.748
Question Answering,bbh_salient_translation_error_detection,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.444
Question Answering,bbh_snarks,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.5842696629213483
Question Answering,bbh_sports_understanding,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.78
Question Answering,bbh_temporal_sequences,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.476
Question Answering,bbh_tracking_shuffled_objects_five_objects,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.196
Question Answering,bbh_tracking_shuffled_objects_seven_objects,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.188
Question Answering,bbh_tracking_shuffled_objects_three_objects,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.324
Question Answering,bbh_web_of_lies,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.5
Question Answering,gpqa,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.2944630872483221
Question Answering,gpqa_diamond,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.3434343434343434
Question Answering,gpqa_extended,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.271062271062271
Question Answering,GPQA,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.3013392857142857
Question Answering,math_algebra_hard,llama-3-1-8b-dolermed-v1-01,exact_match,0.2410423452768729
Question Answering,math_counting_and_prob_hard,llama-3-1-8b-dolermed-v1-01,exact_match,0.056910569105691
Question Answering,math_geometry_hard,llama-3-1-8b-dolermed-v1-01,exact_match,0.0606060606060606
Question Answering,math_hard,llama-3-1-8b-dolermed-v1-01,exact_match,0.134441087613293
Question Answering,math_intermediate_algebra_hard,llama-3-1-8b-dolermed-v1-01,exact_match,0.0428571428571428
Question Answering,math_num_theory_hard,llama-3-1-8b-dolermed-v1-01,exact_match,0.1038961038961039
Question Answering,math_prealgebra_hard,llama-3-1-8b-dolermed-v1-01,exact_match,0.2901554404145077
Question Answering,math_precalculus_hard,llama-3-1-8b-dolermed-v1-01,exact_match,0.037037037037037
Question Answering,MMLU-Pro,llama-3-1-8b-dolermed-v1-01,accuracy,0.3570478723404255
Question Answering,musr,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.3941798941798942
Question Answering,musr_murder_mysteries,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.556
Question Answering,musr_object_placements,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.35546875
Question Answering,musr_team_allocation,llama-3-1-8b-dolermed-v1-01,accuracy_norm,0.272
Question Answering,Big-bench Hard,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.5183127929178962
Question Answering,bbh_boolean_expressions,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.84
Question Answering,bbh_causal_judgement,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.5882352941176471
Question Answering,bbh_date_understanding,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.476
Question Answering,bbh_disambiguation_qa,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.552
Question Answering,bbh_formal_fallacies,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.548
Question Answering,bbh_geometric_shapes,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.36
Question Answering,bbh_hyperbaton,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.708
Question Answering,bbh_logical_deduction_five_objects,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.376
Question Answering,bbh_logical_deduction_seven_objects,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.292
Question Answering,bbh_logical_deduction_three_objects,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.604
Question Answering,bbh_movie_recommendation,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.556
Question Answering,bbh_navigate,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.636
Question Answering,bbh_object_counting,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.368
Question Answering,bbh_penguins_in_a_table,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.4726027397260274
Question Answering,bbh_reasoning_about_colored_objects,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.672
Question Answering,bbh_ruin_names,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.648
Question Answering,bbh_salient_translation_error_detection,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.536
Question Answering,bbh_snarks,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.6235955056179775
Question Answering,bbh_sports_understanding,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.768
Question Answering,bbh_temporal_sequences,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.516
Question Answering,bbh_tracking_shuffled_objects_five_objects,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.248
Question Answering,bbh_tracking_shuffled_objects_seven_objects,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.244
Question Answering,bbh_tracking_shuffled_objects_three_objects,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.352
Question Answering,bbh_web_of_lies,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.484
Question Answering,gpqa,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.3221476510067114
Question Answering,gpqa_diamond,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.3535353535353535
Question Answering,gpqa_extended,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.3095238095238095
Question Answering,GPQA,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.3236607142857143
Question Answering,math_algebra_hard,llama-3-1-8b-dolerstormed-v1-04,exact_match,0.3745928338762215
Question Answering,math_counting_and_prob_hard,llama-3-1-8b-dolerstormed-v1-04,exact_match,0.1056910569105691
Question Answering,math_geometry_hard,llama-3-1-8b-dolerstormed-v1-04,exact_match,0.1136363636363636
Question Answering,math_hard,llama-3-1-8b-dolerstormed-v1-04,exact_match,0.1925981873111782
Question Answering,math_intermediate_algebra_hard,llama-3-1-8b-dolerstormed-v1-04,exact_match,0.0321428571428571
Question Answering,math_num_theory_hard,llama-3-1-8b-dolerstormed-v1-04,exact_match,0.1818181818181818
Question Answering,math_prealgebra_hard,llama-3-1-8b-dolerstormed-v1-04,exact_match,0.3471502590673575
Question Answering,math_precalculus_hard,llama-3-1-8b-dolerstormed-v1-04,exact_match,0.0592592592592592
Question Answering,MMLU-Pro,llama-3-1-8b-dolerstormed-v1-04,accuracy,0.3888796542553192
Question Answering,musr,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.4021164021164021
Question Answering,musr_murder_mysteries,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.572
Question Answering,musr_object_placements,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.296875
Question Answering,musr_team_allocation,llama-3-1-8b-dolerstormed-v1-04,accuracy_norm,0.34
Question Answering,Big-bench Hard,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.517792049991321
Question Answering,bbh_boolean_expressions,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.848
Question Answering,bbh_causal_judgement,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.5828877005347594
Question Answering,bbh_date_understanding,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.468
Question Answering,bbh_disambiguation_qa,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.52
Question Answering,bbh_formal_fallacies,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.552
Question Answering,bbh_geometric_shapes,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.36
Question Answering,bbh_hyperbaton,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.7
Question Answering,bbh_logical_deduction_five_objects,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.388
Question Answering,bbh_logical_deduction_seven_objects,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.288
Question Answering,bbh_logical_deduction_three_objects,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.6
Question Answering,bbh_movie_recommendation,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.548
Question Answering,bbh_navigate,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.628
Question Answering,bbh_object_counting,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.34
Question Answering,bbh_penguins_in_a_table,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.4726027397260274
Question Answering,bbh_reasoning_about_colored_objects,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.644
Question Answering,bbh_ruin_names,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.636
Question Answering,bbh_salient_translation_error_detection,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.548
Question Answering,bbh_snarks,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.6404494382022472
Question Answering,bbh_sports_understanding,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.784
Question Answering,bbh_temporal_sequences,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.56
Question Answering,bbh_tracking_shuffled_objects_five_objects,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.24
Question Answering,bbh_tracking_shuffled_objects_seven_objects,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.236
Question Answering,bbh_tracking_shuffled_objects_three_objects,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.368
Question Answering,bbh_web_of_lies,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.508
Question Answering,gpqa,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.322986577181208
Question Answering,gpqa_diamond,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.3686868686868687
Question Answering,gpqa_extended,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.3076923076923077
Question Answering,GPQA,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.3214285714285714
Question Answering,math_algebra_hard,llama-3-1-8b-hermedash-r1-v1-04,exact_match,0.3648208469055374
Question Answering,math_counting_and_prob_hard,llama-3-1-8b-hermedash-r1-v1-04,exact_match,0.1300813008130081
Question Answering,math_geometry_hard,llama-3-1-8b-hermedash-r1-v1-04,exact_match,0.0757575757575757
Question Answering,math_hard,llama-3-1-8b-hermedash-r1-v1-04,exact_match,0.1865558912386707
Question Answering,math_intermediate_algebra_hard,llama-3-1-8b-hermedash-r1-v1-04,exact_match,0.0321428571428571
Question Answering,math_num_theory_hard,llama-3-1-8b-hermedash-r1-v1-04,exact_match,0.1493506493506493
Question Answering,math_prealgebra_hard,llama-3-1-8b-hermedash-r1-v1-04,exact_match,0.3782383419689119
Question Answering,math_precalculus_hard,llama-3-1-8b-hermedash-r1-v1-04,exact_match,0.0296296296296296
Question Answering,MMLU-Pro,llama-3-1-8b-hermedash-r1-v1-04,accuracy,0.3882147606382978
Question Answering,musr,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.41005291005291
Question Answering,musr_murder_mysteries,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.596
Question Answering,musr_object_placements,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.28515625
Question Answering,musr_team_allocation,llama-3-1-8b-hermedash-r1-v1-04,accuracy_norm,0.352
Question Answering,Big-bench Hard,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.5153619163339698
Question Answering,bbh_boolean_expressions,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.82
Question Answering,bbh_causal_judgement,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.6310160427807486
Question Answering,bbh_date_understanding,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.436
Question Answering,bbh_disambiguation_qa,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.592
Question Answering,bbh_formal_fallacies,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.54
Question Answering,bbh_geometric_shapes,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.32
Question Answering,bbh_hyperbaton,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.652
Question Answering,bbh_logical_deduction_five_objects,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.42
Question Answering,bbh_logical_deduction_seven_objects,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.396
Question Answering,bbh_logical_deduction_three_objects,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.632
Question Answering,bbh_movie_recommendation,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.788
Question Answering,bbh_navigate,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.644
Question Answering,bbh_object_counting,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.484
Question Answering,bbh_penguins_in_a_table,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.4931506849315068
Question Answering,bbh_reasoning_about_colored_objects,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.616
Question Answering,bbh_ruin_names,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.732
Question Answering,bbh_salient_translation_error_detection,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.4
Question Answering,bbh_snarks,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.5898876404494382
Question Answering,bbh_sports_understanding,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.736
Question Answering,bbh_temporal_sequences,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.308
Question Answering,bbh_tracking_shuffled_objects_five_objects,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.208
Question Answering,bbh_tracking_shuffled_objects_seven_objects,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.192
Question Answering,bbh_tracking_shuffled_objects_three_objects,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.308
Question Answering,bbh_web_of_lies,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.472
Question Answering,gpqa,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.2827181208053691
Question Answering,gpqa_diamond,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.3232323232323232
Question Answering,gpqa_extended,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.2728937728937728
Question Answering,GPQA,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.2767857142857143
Question Answering,math_algebra_hard,llama-3-1-8b-hermedive-r1-v1-01,exact_match,0.3485342019543974
Question Answering,math_counting_and_prob_hard,llama-3-1-8b-hermedive-r1-v1-01,exact_match,0.0975609756097561
Question Answering,math_geometry_hard,llama-3-1-8b-hermedive-r1-v1-01,exact_match,0.0681818181818181
Question Answering,math_hard,llama-3-1-8b-hermedive-r1-v1-01,exact_match,0.1774924471299093
Question Answering,math_intermediate_algebra_hard,llama-3-1-8b-hermedive-r1-v1-01,exact_match,0.0321428571428571
Question Answering,math_num_theory_hard,llama-3-1-8b-hermedive-r1-v1-01,exact_match,0.1363636363636363
Question Answering,math_prealgebra_hard,llama-3-1-8b-hermedive-r1-v1-01,exact_match,0.3575129533678756
Question Answering,math_precalculus_hard,llama-3-1-8b-hermedive-r1-v1-01,exact_match,0.0592592592592592
Question Answering,MMLU-Pro,llama-3-1-8b-hermedive-r1-v1-01,accuracy,0.3426695478723404
Question Answering,musr,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.4007936507936508
Question Answering,musr_murder_mysteries,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.568
Question Answering,musr_object_placements,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.39453125
Question Answering,musr_team_allocation,llama-3-1-8b-hermedive-r1-v1-01,accuracy_norm,0.24
Question Answering,Big-bench Hard,llama-3-1-8b-hermedive-r1-v1-03,accuracy_norm,0.5124110397500434
Question Answering,bbh_boolean_expressions,llama-3-1-8b-hermedive-r1-v1-03,accuracy_norm,0.828
Question Answering,bbh_causal_judgement,llama-3-1-8b-hermedive-r1-v1-03,accuracy_norm,0.6417112299465241
Question Answering,bbh_date_understanding,llama-3-1-8b-hermedive-r1-v1-03,accuracy_norm,0.428
Question Answering,bbh_disambiguation_qa,llama-3-1-8b-hermedive-r1-v1-03,accuracy_norm,0.576
Question Answering,bbh_formal_fallacies,llama-3-1-8b-hermedive-r1-v1-03,accuracy_norm,0.544
Question Answering,bbh_geometric_shapes,llama-3-1-8b-hermedive-r1-v1-03,accuracy_norm,0.392
Question Answering,bbh_hyperbaton,llama-3-1-8b-hermedive-r1-v1-03,accuracy_norm,0.684
Question Answering,bbh_logical_deduction_five_objects,llama-3-1-8b-hermedive-r1-v1-03,accuracy_norm,0.388
Question Answering,bbh_logical_deduction_seven_objects,llama-3-1-8b-hermedive-r1-v1-03,accuracy_norm,0.408
Question Answering,bbh_logical_deduction_three_objects,llama-3-1-8b-hermedive-r1-v1-03,accuracy_norm,0.572
Question Answering,bbh_movie_recommendation,llama-3-1-8b-hermedive-r1-v1-03,accuracy_norm,0.708
Question Answering,bbh_navigate,llama-3-1-8b-hermedive-r1-v1-03,accuracy_norm,0.648
